"z","y"
0,31.7254283082682
0,27.8259509043788
0,32.7145824528094
1,31.5555160033598
0,24.550520630345
0,33.2987128443776
1,34.5671763435961
0,31.037236566302
0,24.2816035710526
1,30.2994136566605
1,37.4344985034248
0,30.9050168336907
0,44.7115356627762
0,20.6869173551935
0,19.8921796237235
1,34.5001225301161
1,45.8126922198587
0,32.8793466040192
1,44.4408581779968
0,32.4739450651531
0,31.8420234094989
1,31.9712674195188
1,28.861763871701
1,32.5774201397191
0,31.0496155723578
1,42.1172320634234
0,36.3964449774654
0,27.2986936932586
0,39.0170525277061
0,35.0981189902096
0,27.8809595295548
0,23.3432361601654
1,47.8541871788416
0,28.7600744460718
0,27.0525652259615
0,28.9272473838299
1,43.7862574567431
1,44.0199163374605
1,43.2697020217627
0,30.0426211276771
0,24.7629533967945
1,33.8151536936551
0,28.5751393764356
1,33.312244641465
0,30.6759126237379
0,30.6227618540366
0,27.4176362465012
0,22.3578160264961
1,34.2551677439505
0,24.4667704295154
0,27.7799632235985
0,24.9660435733226
0,32.06708162969
0,31.2901622409986
0,26.5933094895634
1,36.143995238671
0,29.0544072035124
0,37.6847853712659
1,32.5048108026636
1,32.1245380544691
1,33.3083364411997
0,29.6919441595532
0,31.4060026159862
0,26.8553333287776
0,22.2392239631286
1,30.0120189288521
1,33.0850721042827
0,27.1307166549616
0,25.8025308616302
0,35.1192564517931
0,30.2358530630648
1,41.9009196206735
1,44.7542380349101
0,30.6119473882141
1,30.6800328838402
0,43.770469943869
0,28.0072300588758
0,24.4753978519081
1,35.6990104249707
0,24.0848631847846
1,46.0003580562277
1,34.7386591562361
1,30.7225969968548
0,29.9418279621179
0,33.6566555307332
1,37.0551840811098
0,24.3160631473559
1,31.3567330654266
0,23.8839278213384
0,36.2382192578059
0,31.7345552340062
0,30.561799670632
0,29.1588393902181
0,25.0665321123565
0,32.1047053461143
0,29.5900616130501
0,24.4612178604706
1,36.0090710502072
0,27.1293667543861
0,32.9316557190741
0,28.0938156654187
0,37.5143105714245
0,35.8140791684158
1,38.8865363011936
1,35.8700249845822
0,29.8915057658773
0,25.8991053766295
1,36.9499414931637
1,37.6270282018363
0,28.3349524912534
1,34.5658601550765
0,27.5566059768716
0,30.5442332740311
0,32.2823750119822
0,26.5288883808399
0,29.9204213399883
0,27.6788500415947
1,44.8734974434583
1,34.6485255287568
0,27.4232856495892
0,21.6631716938615
0,27.4183286635596
1,39.9223471149203
0,25.7538539868008
0,32.4878726164018
0,24.4314717845459
0,23.6184030460684
0,25.6124923212231
1,33.5310486309064
0,26.0039712051205
1,40.4746361003949
1,34.82691234068
1,32.4871071912025
0,23.130646545219
0,30.4374688689701
0,32.2550563561905
0,27.6398709136611
1,40.9968797001427
1,29.0927302199658
0,27.3134975531274
0,32.9304537778532
1,38.2215779793784
0,24.8036911500389
0,32.1796815633694
0,29.6862543542662
0,31.965271114599
0,29.7764185205751
1,35.3432466689202
0,33.3747888426524
0,22.7103507042164
1,38.5412585589946
1,31.174802316992
0,29.0671264911338
0,28.1449199013111
0,34.4846392362177
0,33.9163222084033
0,29.8664449397934
1,31.5629480898419
1,33.5051392350101
0,26.9564631561385
1,54.720769002455
0,21.4017752075509
0,26.1283546980628
0,28.7123645040903
1,35.7194787677296
