"z","y"
1,-46.608595724032
0,-30.4849713683008
0,-34.4482181276069
0,-32.7331946313932
0,-38.9200977825584
0,-39.7967289289463
0,-43.1852889726778
0,-35.6607073818144
0,-35.5140281385133
1,-27.1507857588978
0,-47.9870528258953
0,-31.4956891639645
0,-42.8256820763072
0,-38.9998453630485
0,-40.6819789827633
0,-45.1328806228763
0,-42.4900597884572
0,-43.8576968295404
0,-38.6124307038855
0,-40.4916000775885
1,-37.7613546516939
0,-31.0273259095351
0,-31.9760168448941
1,-31.4504271222382
0,-41.9736915319431
0,-42.7025231894002
0,-41.911662575929
0,-41.7792299472526
0,-37.2815847842613
0,-41.3941989793604
0,-34.6300198466848
1,-39.3862320156116
0,-41.4129587052776
1,-35.3758121482062
0,-43.3460052031446
1,-33.6647227104453
1,-33.6021057850341
1,-43.1611962155651
0,-44.008126291703
0,-43.7685197715102
1,-32.7426859652716
0,-30.7599608625287
0,-32.5834827417087
0,-41.7597191029734
0,-42.3640540303495
0,-43.801428338974
1,-32.4426936121712
0,-33.7641717882936
0,-42.1441795775418
1,-34.4488746354417
0,-30.6803130665966
0,-36.8870133214989
0,-38.2634459362806
0,-40.2075679833642
0,-43.2149084256521
1,-33.4382238128179
0,-31.9914883714468
0,-40.7143607582062
0,-42.9060221887619
0,-35.8484435718903
1,-32.3830938516018
0,-43.3500412860159
0,-38.921267937326
0,-35.3399682148361
0,-30.3391821685145
0,-33.4694154699101
0,-35.6680641918838
0,-37.737618237194
0,-31.7192675629777
0,-33.1410882596031
0,-51.0806235530229
1,-30.9852262185501
0,-38.3495273657052
0,-36.2509814024206
0,-37.4551963250042
0,-40.626679631412
0,-43.7587014864608
1,-31.1657905459118
1,-28.0057978941887
0,-27.9771170214645
0,-42.6587487091
0,-39.8971389735471
0,-40.281337564164
0,-43.1605413526246
0,-36.2920247928457
1,-34.5327298261552
0,-32.0993976711429
0,-37.4392039506428
0,-39.4695860162441
1,-32.2559736654267
0,-28.7034800927804
0,-35.525058631363
0,-43.1139669941109
0,-44.1484139777839
0,-38.1738315997841
0,-39.4788289690346
0,-46.7409616639235
1,-38.2992504982743
1,-31.1361923826768
0,-41.1219005783563
0,-32.9045379479428
0,-30.2144200798161
0,-43.5059106359251
0,-41.1879358843374
1,-45.1264488637337
1,-31.7399370928422
0,-45.8515844177349
0,-42.963305246357
1,-36.8711184084743
1,-34.2510708550981
0,-37.3804990005092
0,-33.9420148084484
0,-45.0755643164584
0,-45.2347281985757
0,-38.469984230309
0,-37.0576203828236
0,-40.2051297697666
0,-40.3372368785499
0,-41.2216489791226
0,-41.6948741104893
0,-33.6371700550394
1,-29.308778094802
0,-39.5643932637597
0,-42.2081151921789
0,-42.7706393708608
0,-29.1246295771252
0,-33.7484980638798
0,-32.067745385524
0,-33.06608315664
0,-30.0129836284147
1,-32.7253856913219
0,-29.5676091060121
0,-30.4921945932313
0,-39.5700130473965
0,-41.3339381466714
0,-40.9699353301708
0,-42.2626735745131
0,-32.8662975253927
0,-42.7448170938052
0,-32.1414421128265
1,-34.347839011725
0,-29.3435582393864
0,-30.4849261626145
1,-31.2077391653837
1,-30.3934585440244
0,-38.8494606706566
1,-31.2773251095639
0,-38.2920435967956
0,-42.4372261390198
0,-42.9693909977861
1,-32.1292629611257
0,-33.8664918599964
0,-32.3334243464831
0,-34.2806787504785
0,-32.328884936939
0,-40.0404045245328
0,-40.645705584673
0,-40.741855129574
1,-34.6956931751013
0,-38.9304546102734
0,-33.0930337433176
0,-41.4100033695553
0,-36.204298181744
1,-32.3010269781819
1,-33.1108459168391
0,-28.5266080348637
0,-35.7643245080878
0,-37.5974913126669
1,-45.4072361204654
1,-35.0090575412101
0,-49.0085602234558
