"z","y"
0,-2.78811832436996
0,-3.53935089654585
1,7.73681996728533
0,-2.80287772123532
1,-1.41405557277326
1,1.23338763891664
0,-0.350734412302898
0,-1.08208886209025
1,1.6470267575401
0,-4.60341085207165
1,0.977615800204472
1,0.854132533172677
0,2.44995746932615
1,1.46261580667776
0,-2.37095645286343
1,7.34243563324825
0,-0.488571072122459
0,-8.1938543346868
0,-9.58941414418712
1,3.1196752939383
1,1.13651593037696
0,-5.70140944209706
0,-3.83158547864575
1,7.86262725652759
0,-1.13213867408727
1,0.0512910961003896
0,-9.18056950246914
1,-5.25971864317368
1,7.66273063916719
1,5.0495145769188
0,-3.08819699896019
0,-4.04449854742648
1,1.19534568849446
0,-5.87759684045673
1,-2.98208999231727
1,-2.56227560969569
1,10.6254544727307
1,-0.279114684735346
0,-10.8477600786519
1,5.85889549108999
1,2.21143209671001
0,-10.2239957713194
1,3.42797534410915
0,-6.94718213529904
0,-8.40916318140873
0,-6.60751494560134
0,-7.46357757494711
0,7.46515976499407
0,-3.93307546779562
0,-9.94293718811571
0,-6.76711548285891
0,-10.271131420767
0,-8.03224923529699
0,-5.01151424795043
0,-3.40614169682291
1,7.36291065499781
0,-3.02800190425469
0,-4.29791453837184
1,0.942315967929937
0,-2.3621954963603
1,3.58680933335103
0,-6.8686934993226
1,-0.338795418369102
0,1.2012761701538
0,-3.50060603839171
1,0.890205947980409
0,-5.84708256108885
0,-6.06509346407982
1,6.34578191291958
0,-3.31902574568334
1,-6.91049690752047
0,-7.464482745227
0,-0.0772180991749822
1,-0.394469611612459
0,-6.15598237131691
1,-5.61378427350714
0,-4.94647878714603
0,-4.02266350534412
0,-3.47085539952203
0,-4.10220745863684
0,-7.21068945086235
1,-1.36245596885741
0,-6.47066410285959
0,-4.10824004303367
0,3.6157377026837
1,-2.43132150061334
0,-3.09555066774568
1,4.02950339039204
1,4.61037221115819
0,-2.33142359522385
1,2.59945245442295
0,-10.39218066804
1,1.11390498989344
1,-2.83456372081322
1,0.751377518745085
1,-2.3277335761714
0,-4.71200168929478
0,-7.44449402127165
1,5.56141423339384
0,-0.82695449466682
1,6.40330798624819
1,1.86108670210005
0,-4.08436329255776
1,-0.855810151329048
0,-2.3525342501342
0,-3.67649201948427
1,-3.17752181849416
0,-5.78463575878084
0,-5.55199268700581
0,-7.30179990293867
0,-2.55356783961952
1,3.03112609682998
1,6.21511365661212
1,3.47027805648833
0,5.38540979917722
0,8.71939620640506
0,-3.62036938294436
0,4.87570067381407
0,0.328527464334598
1,1.95911461324512
0,-0.393329571481205
1,3.96737293294438
1,0.188471338605225
0,-5.06825128669949
1,2.99741791248562
1,4.44246802643371
1,9.63180894080828
0,-4.09120151260936
1,6.68355904702389
1,-1.90280872283991
1,1.25209383057134
1,-4.46888341863297
0,-3.97192189318465
0,-9.30718999610345
0,-10.1362135254557
0,-11.4795306555115
1,3.86278603992127
0,-5.0404645813683
