"z","y"
0,10.1380337112287
1,13.6460660104798
0,11.8477128500199
0,28.7889405638898
1,26.8074747614827
1,24.9766483201401
0,20.2478080838863
1,17.3349891989097
1,22.5441395786244
0,9.57893440399918
1,23.9152165933181
0,18.5858120531424
1,26.2339088010927
0,28.7520819469877
0,19.8876451355294
1,23.5617814455087
0,19.183626678914
1,21.1318792244148
0,16.3621478207577
1,22.4755372844744
1,24.6283875631731
1,24.9115098944879
0,24.4792444310525
0,11.7565028577367
0,17.7329676246128
1,22.9373707744347
1,23.6233089712704
1,24.9266726507036
1,22.9653242237183
0,18.6315180905105
1,26.0440760799666
0,18.8168633937326
0,13.7300838297941
1,19.8783755269437
0,22.2550811526696
1,20.9971910151809
1,18.861041143928
1,5.92102142143178
1,15.5034187029214
0,17.4916746637772
1,19.4208256959337
1,17.0624193837073
1,21.8953996866579
1,9.40459335689723
1,24.8395348772402
1,24.9145916930562
0,27.2187459032132
0,17.0332692307846
0,20.7758899028477
1,16.1919941309759
1,22.4481956421717
0,23.0741704519352
1,24.9980224233619
0,19.2198854761315
1,16.362398208577
0,20.16408645648
0,20.4985383797903
0,14.9793184585917
1,21.9533306490847
0,18.00334028764
1,14.5954521855449
0,19.4340702094877
1,24.9332629029545
0,16.769045588339
0,25.8007180614004
0,19.1731449880651
0,33.7332084819107
0,33.4415572857737
1,20.679042678734
0,16.1286084217285
1,22.1130218716729
1,17.2291255326351
0,24.2791250462766
1,23.5742787274098
1,19.420244565311
0,15.9939893337279
0,20.9196811326154
1,21.5947838075975
1,22.3061363509124
0,27.2096421253704
0,19.438272755759
0,21.4046753663267
1,26.8444941048798
0,20.429850089655
0,13.5645322088713
0,26.669610571429
1,22.8807621104997
0,26.3834457611802
0,28.1355721347471
1,24.136047077365
1,19.4671155659608
0,18.5236810460996
0,21.5436622457934
0,15.1139952084878
0,16.5128116251969
1,24.1285479057007
0,20.3450253373062
0,15.2069508904446
1,9.30217294648225
1,22.8067607307952
0,18.1204862506736
0,19.4526505521503
0,16.3728965972398
0,24.9939674253857
0,20.6281277295558
0,13.9745914866084
1,15.4269150266768
0,14.8007700592473
0,19.1112348668873
0,18.4937372777054
1,22.3484501018693
0,19.6915340697641
0,14.2833310540857
0,13.9430745805921
1,22.4225378419432
1,24.7508609130856
1,21.0480927259432
0,15.2961262857034
0,22.222483911799
1,23.3200786688507
0,11.6736636549083
0,21.4612761551686
1,22.1407056140398
0,9.99772189362115
1,23.0372629675028
1,18.7536020608457
0,15.1168540593484
0,19.5797384481206
0,13.2013192567265
1,24.7057787099518
0,27.624595186089
1,22.2257763704309
1,22.9796136434848
0,20.5207054266314
0,19.6475695918718
1,21.1934022926688
0,19.4177499782067
1,21.9409205013291
0,20.092045213824
0,25.3723588607128
0,14.0203285930098
0,14.4990828003424
0,12.4146559675762
1,-9.90778242713165
0,22.6310722921706
0,19.4879524375993
0,20.4406614510169
0,21.0176959845886
0,17.1912719030004
0,16.2240485342015
0,19.1020167845641
0,20.2406563431043
1,14.8191680450731
0,13.9975568212315
1,21.9946413733307
0,7.6102446476219
1,24.049798089556
0,24.8686297509033
0,20.7163025207514
0,23.2497291396252
0,13.6178921767964
0,25.8937631772499
0,30.1524926435412
0,20.4705579165027
0,17.2659837252072
0,23.4716599459183
0,26.3863892166807
1,23.8698475250467
0,17.6744062581401
1,9.26990709932763
0,15.050706067122
0,14.3696947640749
1,23.0651473484538
0,27.5525860782198
1,25.1662800627557
0,23.1934433409065
1,23.7366678324105
0,15.8342273271403
1,22.2052586511102
0,19.1184370442839
0,17.4268581598776
0,28.5276593212284
0,22.6893813857465
1,24.2202819773455
1,14.3205375797213
1,25.2570101138157
0,13.3767758610857
0,17.4285910051245
0,26.073919953438
0,26.4457603422029
0,27.6467484098654
1,21.8093405072227
1,26.0762280063643
1,24.1240064452859
0,19.8198991082463
1,22.3254514998973
0,23.5933458049553
0,14.7299666938999
1,23.2230204105001
1,19.6968246235294
1,26.2126007107167
0,22.9406037357777
1,21.029003944456
0,15.092900196043
1,24.04460972592
1,22.1038803559009
1,23.157993023973
0,19.9344501663301
1,25.4912929513503
0,18.9741495002848
1,18.7772460936681
1,25.1886221174673
0,18.986298076359
0,23.3872136132223
0,14.7293446868043
0,12.5095933159842
1,25.6974787876347
1,22.9173529313333
1,24.0463689253175
1,19.8875223049811
1,20.4477706552569
1,21.1488306523155
1,20.7222255819299
0,20.8243037547261
0,15.63611418539
0,29.4284454801945
1,27.798104510088
1,25.1287378494689
1,23.4942173143593
0,20.2089379266221
0,18.4792796326239
1,22.3690967378845
0,25.4154313761448
1,10.4620005801629
1,27.3031729106013
1,19.7185772614652
0,13.421642456019
1,23.7214889341423
1,21.7049697298161
0,31.2311374565866
0,19.6913140158931
1,22.2182447161263
0,14.2683014918943
0,20.5174819724928
1,25.451822264116
1,25.8189965149069
0,19.1765594589907
0,8.12507263187308
1,22.9331430974506
0,10.0412632883463
0,26.8153960011623
1,21.4726253572698
1,23.2293989233142
0,15.8608759503954
1,19.9896934173516
0,22.0213790123502
1,23.2998165289301
0,9.80453096229936
0,27.5463354209085
0,21.5051641356626
1,13.9247125380215
0,11.9984164699445
0,20.195643997267
1,22.5233698231365
1,18.4604130714011
0,17.1618916607198
0,17.7372604874315
0,13.5611441804836
0,15.0211582282717
1,20.2269177610378
0,20.4424000659576
1,25.4801691401444
1,22.8758337061164
0,14.6332915169236
1,22.2751720309096
0,22.2981012511697
0,21.9208118988452
1,26.0140903486918
0,13.3815666410679
1,24.3001542653478
1,25.3548275139981
1,9.31881752550338
1,18.835194832651
1,24.6094829221125
1,21.3714304600315
0,21.7564241110564
1,24.4254195542286
0,22.5525538037365
0,23.329609892283
0,18.0154132551782
0,18.6029095218036
0,23.103663255835
1,18.2701018699794
0,17.8046256595055
0,15.8509785583421
0,10.8618214492828
0,15.7562587091466
1,24.722915376905
0,27.5977213341919
1,9.27003726499367
1,20.5509089074772
1,20.4181233801182
1,20.8201297747298
0,18.558282115226
0,21.4813248622523
0,12.2515456578471
1,26.1044175240809
0,15.7616835875171
0,14.8940237142926
1,22.2303553775544
1,21.4622086709347
0,14.8315927306581
1,18.1360560804232
1,14.4079225521641
1,25.7584306873185
1,24.5986718364195
0,14.0570199650186
1,15.0687755684471
1,24.4907995173543
1,24.1520186731943
1,22.8602878413694
0,17.7089565321403
0,16.5558008578439
1,21.5922393288475
0,15.9623657525956
1,25.028898323864
1,23.4957580482191
1,18.9753585011746
0,20.635257210843
1,21.5950794406893
0,21.4678304517454
1,23.6369485329244
1,24.5524103905433
0,15.2007680469018
0,14.4351880113932
0,25.3889456152374
1,20.1235429444551
1,23.3720835238427
1,22.1916517387791
0,21.0690152090544
0,12.1122769816438
0,19.0163350058604
1,21.2803115048219
1,21.3598390395646
1,25.334265918653
1,22.1298500267071
1,25.7206409109914
1,25.9227003596914
1,20.8297845547059
0,21.0231669715696
0,26.9094357273716
0,16.5123123647146
0,16.9519573290618
1,20.3592341341125
1,17.6417625720527
1,25.0927952028078
1,25.288938887466
1,18.1847466089695
0,18.970451289701
1,20.361060899237
1,19.335848352173
1,16.1824116769036
1,24.4748658674905
0,18.5697491135355
0,16.4195156198614
1,20.1781176740234
0,21.1564056580095
1,20.4801171647569
1,22.5203113151208
1,23.70604797118
0,18.3280612190919
0,6.02531286291128
0,16.8221803005294
1,26.2672372601463
0,21.4218230416294
0,23.2413116018272
0,13.9415815606189
0,13.4482495393809
1,27.3109641110838
0,24.3434268171346
0,18.9129340061126
0,9.44681578025397
0,18.0356539405046
0,18.7878618317325
0,19.9590158082932
1,23.3489203920651
1,21.3092687072702
0,19.8999019702434
1,23.4131542211198
1,21.7761613008345
0,9.95570790640604
0,20.3575007733333
0,21.480914272522
0,21.6967835386604
1,21.5608577833568
1,21.0134316240118
0,14.0836232349869
1,24.2915143386708
1,22.2885559511676
0,15.5379649283863
0,10.386138533599
1,22.7375622380282
0,14.2841070423299
1,21.7822228114926
1,25.183299088122
0,16.1057299417285
1,21.6836898358197
0,18.1248910976927
0,14.7690339462469
0,22.0642192757295
1,23.4259809280019
1,20.44632274822
0,17.1668302091929
0,21.9935049729104
1,9.48568428559691
0,17.5303770294372
0,30.0201157084732
1,15.5644248255436
0,10.8757258790409
0,10.6797554420097
1,23.9938991552981
1,22.5002245463075
1,26.3751232278411
1,22.3892378914804
1,21.8171038312691
1,24.8475886278498
0,21.7524550335366
0,26.8965476180205
1,24.7206453357493
1,14.4058941363313
0,12.6056792198353
0,22.2633439337055
1,26.4601199524473
1,19.4018000028457
0,18.5202680063465
1,20.573083038201
1,24.9440042584261
0,14.1089044614084
1,21.7876078528732
0,12.4245741546504
0,21.4157486697638
0,21.7754912687274
0,12.2097427208305
0,26.2414482962791
0,22.170734032041
0,12.4999739938847
0,21.5999416131729
1,18.8934181477485
1,22.8179687452974
0,22.3218329056923
0,13.2323724662435
0,20.1722687026178
0,12.9320465120143
0,27.7041792878656
1,19.0962944707873
0,20.2791203320487
1,15.4095144163633
1,22.5928041153096
1,20.9205736779444
0,23.8674307581674
1,22.5942263169634
0,6.17475569342836
0,10.3060969008274
1,13.6449205159082
0,24.6908518629058
0,25.3771068696708
0,15.566556552623
1,23.5210591535535
0,23.9313939147953
1,24.8348226307566
1,21.9028723265094
0,17.4706032387014
0,18.4874492152562
0,20.7396979018866
0,20.0056603042779
0,10.1904389975859
1,23.1123626947955
0,33.3215968714218
0,17.654114544658
0,24.79166430712
0,12.892900283538
1,23.7499463788218
0,25.2415171512132
0,18.5744391808667
0,20.9524363383364
0,16.4441562202125
1,-7.01914486456158
1,16.5508899056426
0,20.7434281310256
1,24.6528544671185
0,23.6619156968674
1,14.641280457857
0,15.1408874868871
0,18.5156884986818
1,20.7239445329863
1,21.58167218598
0,18.918695224015
0,16.3525160316492
1,23.2691859142078
0,19.5407070371156
1,25.1065180304617
1,21.6009023568223
0,21.942242752273
0,17.6855398296008
1,13.4136606307322
0,19.300537702258
1,19.508663176985
0,19.8542464740917
0,16.7416657450494
0,18.5813513337575
0,14.8061067354918
0,21.6296376244594
1,25.5188614593011
0,25.7160238453688
1,18.0325603611426
1,22.1281469903797
0,19.5183069851384
0,11.0380637195852
1,24.9134559460425
1,19.0013106733249
0,18.2090871945995
1,16.0706992683295
1,23.3898470397421
0,19.158552144289
0,24.0815972171395
0,21.953116329608
0,16.436924150646
0,15.8118825797877
0,30.5004391281147
0,14.0894618057352
1,24.0303808248275
0,15.1421009871716
1,18.8053013209863
1,24.3535139892078
1,25.5424719109319
0,29.3252458114961
1,6.35600274185506
1,17.5793905845144
0,13.1687268161029
0,23.7425270511402
1,22.1100169688613
0,15.5323612438996
0,15.2716265548913
0,16.520354702903
1,24.3453461082386
1,19.1856486013903
0,15.9651302978482
1,20.9299595640756
0,15.1732697418706
0,14.0420783375319
1,23.5340989550386
0,16.2786503549796
0,26.5016274635457
0,21.3020666589141
1,18.5653278787084
1,22.4018531690975
0,13.8591509135116
1,22.3589970691767
0,24.831680445313
1,21.2412377867861
1,22.3813645613637
1,22.9838138110173
0,18.8172341654399
0,20.889332415897
0,19.9223202452206
0,28.6236703390078
1,24.4396503346926
0,17.8148106465116
0,25.7893932872581
1,23.4292949939764
1,21.1247841342837
1,17.6703858922645
0,22.1404762198512
0,15.801714593653
0,10.842333923842
0,20.1928618809736
1,24.2961721908651
0,21.030333199123
